state_code,num_employee_code,naics_code,inst_type_code,birth_date,sex,date_filed,closure_code,basis_code,issue_code,litigation_case_type
LA,D,336611.0,E,,M,04/07/10,Y1,NH,T2,
PA,B,333220.0,E,04/11/57,M,07/02/10,,OA,D2,
KY,D,,E,01/16/75,M,03/22/10,M3,Z4,I1,
AR,B,,E,,N,10/21/09,M3,RB,D2,
HI,B,611310.0,N,02/07/61,F,05/21/10,M2,GF,T2,
AZ,D,,I,,F,02/05/10,M3,Z5,H1,
IN,U,,E,,F,03/24/10,M3,Z4,D1,
SC,D,,E,10/06/79,F,09/03/10,N2,OR,H1,
VA,U,,E,08/15/60,F,10/26/09,Y1,GF,S4,
TN,A,,E,08/24/47,M,01/22/10,M2,RB,D2,
VA,D,442110.0,E,12/28/60,F,07/13/10,,RB,S5,
AZ,D,561599.0,E,12/17/64,F,04/22/10,M3,OR,D3,
OK,D,622110.0,E,08/30/83,F,05/11/10,M3,RB,D3,
AR,B,,E,03/03/82,F,02/17/10,M3,OC,H1,
MI,D,,E,12/20/64,F,11/12/09,M3,UB,H1,
MN,D,611110.0,K,,M,10/19/09,M3,VB,S5,
DC,A,,E,09/05/49,F,01/11/10,M3,OA,D2,
NY,C,561110.0,E,06/04/65,M,03/09/10,M3,NO,W1,
OH,B,541990.0,E,08/18/62,M,09/20/10,M2,OA,D2,
NV,D,444110.0,E,09/05/58,F,03/01/10,M3,OA,D2,
MS,B,,E,10/13/76,M,12/04/09,M3,RB,T2,
TN,C,452910.0,E,03/25/71,F,01/19/10,M3,RB,H1,
NC,D,,E,02/07/68,M,02/26/10,M2,OR,T2,
IL,U,611310.0,I,,F,03/10/10,N2,AM,H1,
OH,C,,E,04/15/58,M,09/07/10,M1,OR,D2,
CA,A,,E,05/01/80,F,09/22/10,M3,OR,H1,
WA,D,221119.0,G,01/27/64,M,07/14/10,M3,OR,H1,
LA,B,444190.0,E,08/16/89,F,09/27/10,,OR,D2,
PA,A,,E,06/03/72,F,06/11/10,M3,GF,S4,
CA,D,926130.0,G,05/25/62,M,06/25/10,,Z2,D2,
NY,D,921140.0,G,06/13/66,F,06/16/10,,OR,T2,
MD,A,,E,03/29/73,M,01/04/10,,RB,H2,
NC,D,,E,05/25/53,M,11/19/09,M1,WL,R2,
TX,D,,E,10/27/74,F,12/17/09,N2,OR,D2,
CA,D,,E,06/13/68,F,03/26/10,,GP,H1,
CA,D,312111.0,E,,F,10/21/09,M1,GP,T2,
CO,D,,E,03/16/49,F,09/02/10,,GF,P3,
TX,D,561422.0,E,11/24/82,M,04/01/10,M3,UB,R6,
DE,D,517210.0,E,07/11/67,M,09/01/10,,AA,R6,
NY,C,,G,08/10/57,F,04/21/10,Y1,RB,D2,
MI,C,,E,10/16/60,M,03/11/10,M3,OA,D2,
IN,D,,E,06/18/68,F,10/13/09,M3,GP,T2,
LA,D,,E,01/01/59,M,06/10/10,N2,RW,C1,
VA,D,,E,11/18/74,F,12/30/09,,RB,D2,
WI,C,451211.0,I,03/18/74,M,09/16/10,,Z3,D2,
WA,A,621999.0,E,10/06/60,F,11/19/09,N2,OA,D2,
NC,D,446110.0,E,03/31/82,F,04/09/10,Y2,RB,D2,
OH,C,622110.0,G,11/13/69,F,12/07/09,M3,NH,D2,
FL,A,561612.0,E,09/21/78,M,03/25/10,,RB,D2,
TX,D,,K,08/14/71,M,03/10/10,M3,Z2,T2,
AR,C,331210.0,E,01/08/88,F,09/27/10,M3,OR,S5,
MS,A,,E,12/30/60,M,08/25/10,M3,OO,T2,
MD,D,622110.0,E,05/18/55,F,05/06/10,,RB,H1,
TX,D,331210.0,E,01/25/72,F,05/17/10,M3,OR,S4,
AL,C,452910.0,E,09/26/80,M,02/10/10,M3,RB,D2,
IL,D,424920.0,E,12/07/63,F,08/31/10,M3,RB,D3,
NC,U,,S,,N,07/01/10,M3,NO,L1,
SC,A,,E,07/11/54,F,01/06/10,M3,OA,D2,
VA,C,541519.0,E,,F,05/25/10,,GF,S4,
TX,C,,E,02/03/70,F,11/06/09,M2,OR,I1,
TX,C,482111.0,E,09/15/50,F,04/14/10,M3,OR,T2,
GA,D,483211.0,U,08/13/57,F,12/01/09,,GF,S3,
CA,A,922190.0,G,06/16/71,F,08/30/10,,GF,T2,
NC,C,452910.0,E,04/30/75,F,10/29/09,M3,Z2,P3,
MI,C,611110.0,K,04/06/83,M,06/08/10,M3,RS,D3,
OK,D,,E,03/15/56,M,12/04/09,M3,RB,I1,
CA,D,,G,09/27/90,F,01/05/10,M3,NH,D2,
WI,D,524113.0,E,07/31/60,F,12/30/09,,UB,B2,
MN,A,721110.0,E,09/21/80,F,12/14/09,,GP,D2,
NY,C,922120.0,G,,F,03/24/10,,UA,H1,
NY,D,,E,12/18/79,M,11/09/09,M3,OR,W1,
CO,D,452910.0,E,09/28/47,F,06/08/10,M3,OA,D1,
FL,A,722110.0,E,11/25/77,F,01/12/10,M2,RB,H1,
CA,D,,O,09/11/54,M,01/05/10,N2,OR,D2,
IN,,325199.0,E,05/31/75,M,06/23/10,M2,GM,H1,
AL,D,622110.0,G,07/22/51,F,02/05/10,M3,PF,T2,
OH,D,,I,09/24/72,M,05/27/10,,RB,H1,
OH,A,,E,01/01/70,M,10/01/09,M3,UA,D3,
NM,B,551114.0,E,12/10/44,M,03/22/10,,W2,R6,
VA,D,,E,10/24/66,F,11/10/09,,OA,D2,
NM,A,722110.0,E,01/16/62,M,04/12/10,M3,OA,W1,
CA,A,,M,07/08/50,F,03/24/10,M3,W3,D2,
FL,B,,E,03/05/88,M,12/03/09,,OR,D2,
KS,,488510.0,E,03/30/67,F,12/18/09,N2,GF,P3,
CA,B,,E,08/22/68,M,02/25/10,X2,NM,D2,
NY,A,,E,04/07/62,M,11/13/09,N2,OR,H1,
MO,D,624190.0,E,01/03/80,F,01/04/10,M3,T7,D2,
TN,D,448120.0,E,,F,10/19/09,N2,Z3,D2,
PA,D,541511.0,E,12/19/65,M,01/20/10,M3,UA,R6,
NV,U,,E,04/23/66,M,03/03/10,M3,UB,R6,
TX,B,,E,05/19/77,F,05/26/10,,GF,S4,
IL,A,722211.0,E,02/16/60,M,02/16/10,M2,W2,E1,
MO,U,,I,04/27/60,F,02/10/10,M1,OR,B1,
TX,A,722213.0,E,06/24/51,F,10/28/09,M2,OR,B1,
MO,U,,K,12/28/58,N,08/23/10,M3,OA,D2,
DC,B,611430.0,N,11/11/54,F,09/14/10,,OR,T2,
PA,D,334111.0,E,02/11/49,F,04/22/10,,NO,L1,
GA,A,,E,06/29/79,M,04/01/10,,OR,T2,
NM,D,422490.0,E,10/10/39,F,05/06/10,M2,RS,T2,
SC,D,922110.0,G,09/05/58,F,01/22/10,N2,RB,H1,
NE,D,721110.0,E,02/22/61,F,10/15/09,N2,OA,T2,
NY,A,,E,07/12/59,M,12/15/09,M2,RB,D2,
FL,D,237990.0,E,03/30/51,M,06/24/10,M1,OA,D2,
FL,D,622110.0,E,09/08/58,F,08/05/10,M2,GF,I1,
FL,C,481111.0,E,01/28/74,M,04/08/10,M3,RM,O1,
VA,A,562998.0,E,12/13/54,M,09/29/10,,GM,D2,
NJ,D,611710.0,E,07/29/81,M,06/01/10,M1,OR,T2,
WV,B,,G,07/12/61,F,06/11/10,M3,OA,T2,
IN,D,,E,12/10/70,F,09/28/10,,OR,W1,
TN,A,,E,11/18/58,F,03/22/10,,OR,W1,
SC,C,,E,11/22/78,F,09/29/10,M3,RB,A3,
TX,,624190.0,E,12/03/58,F,12/04/09,M3,OA,J1,
NC,C,561410.0,E,09/24/72,M,01/07/10,M4,OO,F1,
OH,A,,E,12/31/79,F,08/16/10,N2,GF,M1,
AZ,C,813319.0,E,04/01/72,F,04/20/10,M3,GF,H1,
GA,B,,E,10/23/65,M,06/04/10,M3,OA,C1,
TX,A,,E,08/07/53,F,01/20/10,M2,W2,R6,
NJ,D,325412.0,E,02/25/59,F,08/06/10,,OR,D3,
CO,D,311612.0,E,09/29/81,F,09/21/10,,OC,T2,
AZ,D,561210.0,E,12/20/73,M,05/14/10,M3,OR,H1,
IL,B,311330.0,E,,N,05/14/10,,RB,T2,
NY,B,923110.0,G,11/04/39,M,07/30/10,,OR,T2,
TX,D,541380.0,E,12/17/56,M,05/14/10,M2,OR,H2,
AZ,A,,E,07/09/74,F,02/11/10,M3,OR,D2,
NY,A,485210.0,E,06/01/57,F,10/15/09,M3,U2,R6,
MO,D,,E,01/24/66,M,07/09/10,,RB,H1,
CA,D,,E,11/03/60,F,03/05/10,,OR,D2,
VA,D,,E,12/09/83,F,03/09/10,M1,GP,A3,
IN,A,,E,09/30/89,F,03/11/10,,GP,D2,
FL,A,722110.0,E,06/17/42,F,08/26/10,,OR,T2,
FL,B,611710.0,N,09/01/50,F,02/04/10,,OA,H2,
TN,A,,E,08/09/61,M,03/09/10,M3,Z3,T2,
OK,D,621999.0,E,04/08/60,M,05/04/10,N2,GM,D2,
VA,D,,E,12/05/75,F,08/01/10,M3,GP,D2,
NC,C,722212.0,E,12/26/80,F,07/20/10,,GF,T2,
NY,N,,E,,F,06/22/10,Y1,OR,O1,
AK,A,,E,11/02/76,F,05/24/10,Y1,GF,D3,
PR,D,,E,10/27/56,M,06/29/10,,OR,T2,
NC,D,325611.0,E,01/13/77,M,10/09/09,M3,RS,H1,
OH,D,622110.0,E,05/23/64,F,11/04/09,M3,GF,D1,
VA,D,441110.0,E,06/27/59,M,09/29/10,,OR,T2,
IL,C,921190.0,G,,N,08/20/10,M3,OR,O1,
SC,D,921190.0,G,,M,03/15/10,,OC,D2,
TX,A,,E,06/16/88,M,07/01/10,,OR,R6,
CA,U,,K,08/30/58,F,09/09/10,M2,OR,D2,
AL,A,,E,03/22/62,M,09/30/10,,RB,W1,
NY,D,511120.0,E,,F,11/25/09,,GF,H1,
PA,U,,I,01/25/65,F,05/17/10,N2,OR,H2,
CA,D,,G,,N,12/10/09,,T3,D2,
GA,B,722110.0,E,08/31/70,F,08/03/10,M2,GF,D2,
NE,D,524113.0,E,07/09/82,F,08/30/10,N2,GF,S4,
MS,C,311615.0,E,02/08/80,F,11/25/09,,RB,D3,
UT,U,,E,,N,05/17/10,N2,NH,A3,
MN,A,326220.0,E,02/21/86,F,11/06/09,,RB,H1,
,A,,E,07/29/52,M,06/09/10,,W2,R6,
KS,A,921190.0,G,12/25/43,F,01/26/10,M3,RB,H2,
GA,C,,K,01/13/65,F,03/30/10,,OR,O1,
MI,D,445110.0,E,01/29/75,M,01/19/10,M2,OR,F1,
GA,C,,E,11/13/76,M,12/01/09,,OR,L1,
IN,A,,E,07/16/84,F,11/02/09,Y1,OR,S4,
VA,C,,E,03/24/82,F,07/02/10,,WH,H1,
UT,U,,E,,N,07/20/10,M3,AO,L1,
NC,C,611710.0,K,03/15/61,F,09/23/10,,GF,H1,
SC,B,561499.0,E,05/13/60,M,06/28/10,,OA,H2,
MI,U,,E,,F,01/25/10,M2,NH,T4,
IN,D,,E,03/07/87,F,08/05/10,,GF,D2,
TX,D,,N,04/18/66,F,07/20/10,M3,RH,H2,
SC,D,446110.0,E,02/06/70,M,12/15/09,N2,NO,D2,
CA,D,,E,06/15/73,F,12/17/09,M5,OR,D2,Individual
MD,D,,E,12/31/48,M,08/10/10,,OO,D2,
NY,D,,E,,N,12/12/09,N2,NO,D2,
NY,U,,E,09/24/84,M,01/08/10,,NH,A3,
AR,B,332996.0,E,12/17/63,N,10/29/09,M2,UB,D2,
PA,D,445120.0,E,11/15/85,F,07/21/10,,GF,S4,
WA,D,,E,04/20/63,M,11/23/09,M3,RW,T2,
CA,,813930.0,U,09/24/68,F,04/08/10,,Z3,B2,
GA,C,621610.0,E,02/18/49,F,08/26/10,M3,OR,D3,
GA,D,,G,,F,09/15/10,,Z3,R6,
TX,D,,E,03/08/46,M,03/26/10,M3,OR,D3,
IN,D,713990.0,E,09/27/49,F,10/23/09,M1,OA,T2,
CA,D,,E,08/28/71,F,10/08/09,,GF,D3,
GA,U,,E,08/13/71,F,03/30/10,M3,OR,D2,
MD,C,,E,07/28/70,F,01/28/10,M3,GF,W1,
MI,A,,E,12/22/67,M,03/01/10,M3,OR,D2,
NJ,D,,E,09/03/64,M,06/28/10,M3,RB,D2,
TN,B,,G,,F,04/20/10,,OR,I1,
MO,D,,E,06/06/64,F,03/17/10,,OA,D3,
FL,D,,E,12/22/58,F,07/29/10,M3,RB,W1,
NM,B,721110.0,E,06/11/64,F,08/23/10,M3,VB,D2,
TX,D,,N,02/25/46,M,03/26/10,M3,AJ,H2,
CA,A,,E,11/05/70,F,06/15/10,M2,RB,D2,
CO,D,611110.0,K,03/29/43,F,05/17/10,M3,GF,D2,
TX,A,,K,10/12/44,M,08/30/10,M3,RB,D2,
TX,D,,E,08/16/69,F,07/26/10,,Z2,T2,
NY,D,622110.0,E,10/09/58,F,10/26/09,Y2,OR,T2,
PA,A,,E,12/11/80,F,08/09/10,,NO,T2,
CA,D,924110.0,G,05/14/65,M,04/05/10,M3,NH,T2,
IL,A,623312.0,E,,F,05/28/10,,GP,D2,
SC,D,561320.0,E,02/08/57,F,07/27/10,M3,NH,D2,
NC,D,512131.0,E,04/30/70,M,10/07/09,M3,VB,H2,
MD,D,,E,01/19/72,F,02/01/10,,RB,T2,
TX,D,,E,01/24/59,F,11/18/09,M2,Z2,D2,
OR,A,,E,10/03/84,M,11/24/09,M3,GM,O1,
MN,C,623110.0,E,10/13/47,F,08/05/10,,VB,C1,
NM,A,,E,11/16/53,F,07/14/10,,RW,T2,
NC,A,611710.0,K,01/25/51,F,10/09/09,,OR,H1,
FL,A,811411.0,E,11/23/83,N,10/20/09,N2,OO,D2,
MD,D,,G,03/05/44,F,06/28/10,N2,OR,A3,
AL,D,611710.0,N,01/23/67,F,06/04/10,N2,RB,D2,
TN,D,,E,08/18/59,F,07/14/10,,RB,D3,
AR,C,336510.0,E,12/01/83,M,08/17/10,,RB,D3,
TN,D,441110.0,E,08/14/81,F,03/15/10,,OR,C1,
IL,D,621999.0,E,10/15/59,F,08/16/10,,OR,R6,
CA,D,,G,01/14/60,F,07/09/10,,RB,H1,
NY,D,923130.0,G,09/25/48,F,07/16/10,,T3,A3,
NY,D,621999.0,E,12/24/60,F,11/30/09,M3,RB,P3,
PA,A,531190.0,E,11/08/86,M,03/25/10,M2,GM,D2,
IL,D,522110.0,E,05/18/67,F,08/26/10,M1,OA,D2,
NC,A,,E,04/12/50,F,08/27/10,,OO,O1,
WA,A,,E,,F,07/30/10,,OR,D2,
AL,A,,K,12/11/61,M,04/26/10,M3,OA,D2,
NY,D,517110.0,E,09/16/50,M,11/02/09,M2,OA,E1,
NV,D,721120.0,E,01/25/52,M,05/25/10,,NM,D2,
IN,U,,P,12/12/58,M,11/30/09,,Z2,D2,
NY,U,,E,09/27/53,M,11/20/09,,OR,D2,
VA,B,,I,07/28/57,M,09/15/10,M3,GM,T1,
GA,D,324121.0,E,08/09/52,M,07/07/10,,OA,S5,
PA,D,623110.0,E,02/27/59,F,04/23/10,,OA,D3,
NY,D,,E,04/22/73,M,11/09/09,M3,NH,H1,
GA,C,,E,03/16/60,F,09/27/10,,RB,T2,
TX,D,,E,04/30/59,M,03/26/10,,RB,O1,
CO,D,,G,08/17/58,M,11/04/09,Y1,GM,A3,
CO,D,722211.0,E,,F,09/17/10,M3,OR,D3,
CA,D,,G,09/02/56,F,04/20/10,,UB,D2,
NY,D,423420.0,E,09/24/57,M,10/05/09,M3,RB,L1,
AZ,D,,E,04/05/64,M,04/12/10,,GM,D2,
NC,A,922110.0,E,03/25/84,F,11/24/09,N2,OR,H1,
NY,C,922120.0,G,04/02/59,F,03/22/10,,Z2,D3,
IL,D,622110.0,E,02/07/70,F,07/06/10,,Z1,T2,
GA,D,,E,08/31/67,F,10/23/09,M2,GF,I1,
NC,C,812111.0,E,12/17/80,F,06/01/10,M3,GP,D2,
OH,U,441120.0,E,04/22/56,F,07/28/10,M1,OA,H1,
AL,D,,G,07/30/67,M,03/09/10,M3,OR,I1,
CA,,611310.0,I,02/22/65,M,10/14/09,,XC,R6,
FL,B,541990.0,E,11/02/80,M,09/08/10,,W3,D2,
AL,C,561320.0,S,05/01/73,F,06/02/10,M3,OR,D2,
FL,A,445110.0,E,01/13/45,M,03/25/10,M2,OA,W1,
MI,U,,E,11/07/45,M,03/17/10,M3,OA,D2,
TN,A,,E,12/06/60,F,01/05/10,,RB,D2,
TX,D,,E,11/25/74,F,03/03/10,M2,RB,H1,
WA,U,,E,,M,08/30/10,N2,Z2,D2,
KS,A,323112.0,E,06/13/71,F,02/02/10,M3,NH,S4,
LA,A,,G,03/02/33,F,10/19/09,,OA,W1,
TN,A,,E,04/18/56,M,08/13/10,,RB,D2,
IL,D,,E,01/15/66,M,07/21/10,M3,RS,L1,
FL,A,,E,02/17/33,M,04/22/10,M1,OA,D2,
NC,A,713990.0,E,10/24/65,M,09/23/10,,Z3,T2,
TX,D,923120.0,G,10/06/64,F,02/05/10,N2,W3,D2,
IL,D,441310.0,E,11/13/59,M,12/11/09,M2,NM,D2,
OH,D,485113.0,E,10/28/61,F,10/23/09,M3,OR,D2,
GA,D,,E,10/20/81,F,01/21/10,,GF,S4,
FL,D,611110.0,K,07/06/57,N,09/30/10,,OA,P3,
IN,D,812930.0,E,11/20/47,M,05/18/10,M3,OA,H2,
KY,D,484121.0,E,01/26/86,F,05/20/10,M1,GF,S4,
NC,B,551112.0,E,04/09/63,M,12/09/09,M1,OA,D2,
AK,A,,E,10/24/56,F,02/10/10,M3,OR,H1,
CA,D,813930.0,U,07/19/63,F,04/08/10,,Z3,R6,
NC,A,,E,02/16/51,M,10/06/09,M2,RB,D2,
MS,,444110.0,E,02/05/63,F,10/05/09,M3,OA,D3,
CA,C,336413.0,E,10/16/61,M,07/20/10,M1,OR,H1,
NY,B,,E,07/14/66,F,02/19/10,M3,RI,O1,
CT,U,331221.0,E,01/01/58,N,03/12/10,M3,T3,C1,
GA,D,445110.0,E,05/28/76,F,12/09/09,M3,RB,H1,
TX,A,611110.0,K,09/15/33,F,01/08/10,M3,VB,R6,
AZ,D,,E,12/12/70,M,09/29/10,M3,NH,H1,
MN,D,,G,07/13/70,F,08/20/10,,OR,D2,
AZ,D,922190.0,G,10/27/70,F,03/16/10,M3,GF,H1,
FL,A,454390.0,E,06/03/83,F,01/11/10,X1,OR,H1,
MI,D,331111.0,E,12/23/54,F,06/23/10,M3,Z4,R1,
PA,A,,E,09/07/56,F,05/28/10,M3,AO,C1,
FL,U,,E,06/03/65,F,09/30/10,,OA,D2,
MN,C,611410.0,E,05/08/64,F,05/11/10,,OR,A3,
GA,D,452910.0,E,02/02/83,M,02/26/10,M2,U6,T2,
TX,D,,E,10/24/39,F,05/04/10,M2,OA,T2,
AL,A,921190.0,G,,M,11/25/09,M3,RB,S5,
NY,A,,E,05/16/64,F,01/07/10,Y1,OR,T2,
WA,A,,M,10/24/50,F,04/07/10,M3,AP,D2,
TX,D,,E,08/25/52,M,09/28/10,,T3,T2,
MI,U,,E,09/15/68,F,03/15/10,M2,GF,D2,
WI,A,,P,06/21/70,M,12/08/09,M3,UD,R6,
IL,C,,E,06/20/75,M,06/10/10,M1,UB,D2,
NY,A,,G,12/24/56,M,08/30/10,,RW,A3,
GA,A,,E,08/15/73,F,03/29/10,M3,AM,D3,
SC,D,,E,11/01/51,F,04/20/10,,OC,D2,
PA,D,561110.0,E,12/27/58,F,11/30/09,N2,UA,D2,
CO,B,,E,09/10/85,F,04/14/10,M3,OC,D3,
VA,B,,E,04/13/91,F,03/09/10,,OR,D2,
TX,A,491110.0,E,,F,01/26/10,M3,GF,W1,
NC,A,922120.0,E,08/27/65,F,04/19/10,M3,GF,P3,
TN,A,,E,07/29/59,M,02/18/10,,Z2,D2,
GA,U,,E,,N,12/28/09,,RB,D1,
NY,U,,E,05/24/68,F,01/25/10,Y1,GF,H1,
TX,C,484110.0,E,01/09/68,M,09/28/10,M3,OR,D2,
IN,B,488999.0,E,12/07/63,M,06/09/10,M5,OR,B1,
WI,A,,E,05/10/50,F,10/13/09,M3,Z2,H1,
SC,D,,P,09/25/85,F,02/11/10,,OR,D2,
TX,A,621111.0,E,10/04/79,F,03/29/10,M3,OC,D2,
CA,C,561720.0,E,,M,05/11/10,,NH,D3,
IL,A,,S,09/02/74,F,12/15/09,,RB,H2,
CT,A,,E,10/03/47,M,10/16/09,N2,OC,H1,
LA,D,622110.0,E,09/30/74,F,11/17/09,M3,GF,C1,
AZ,D,713990.0,E,06/01/68,F,03/18/10,M3,GF,C1,
FL,B,,G,05/22/50,N,11/03/09,M3,OR,D1,
TX,A,,E,11/11/80,F,07/14/10,M3,OR,D2,
IL,C,561730.0,E,08/26/70,F,02/23/10,,GF,T2,
AZ,D,,G,05/21/55,F,04/02/10,M2,OR,H1,
GA,C,561612.0,E,12/29/66,F,10/13/09,M3,RB,H1,
OH,D,921190.0,G,07/28/60,F,06/25/10,M3,RB,I1,
TX,D,921190.0,G,,F,08/09/10,Y2,GF,S4,
CO,D,311612.0,E,07/10/83,F,09/21/10,,AM,H2,
IL,A,561499.0,E,,F,02/19/10,,GF,C1,
IN,D,,E,02/22/63,F,04/23/10,M4,T1,D2,
MA,C,541110.0,E,08/20/80,F,09/13/10,M3,GF,H1,
TN,C,221122.0,E,06/04/56,F,11/10/09,M3,GF,S4,
MD,U,,E,11/13/85,F,01/27/10,M3,RB,H1,
MD,U,721110.0,E,12/05/59,F,05/20/10,,OR,D2,
TX,U,,E,07/03/64,N,06/09/10,M3,T3,H2,
CA,C,,E,01/01/49,M,02/02/10,,OA,H1,
NC,A,722110.0,E,05/25/71,M,06/22/10,M3,RB,D2,
IN,U,,E,08/16/64,F,09/14/10,,OR,D2,
TX,D,,E,07/13/66,F,09/09/10,M3,OA,H1,
TN,C,445110.0,E,05/22/83,M,07/22/10,M3,RB,D2,
NY,D,,E,01/28/60,M,10/29/09,N2,OC,E1,
FL,U,,E,,F,11/17/09,M2,NH,H1,
CO,D,444110.0,E,10/18/52,F,06/04/10,,OA,D2,
NJ,D,622110.0,E,01/02/71,F,03/09/10,X1,RB,D2,
FL,D,445110.0,E,06/25/61,F,11/23/09,M3,T3,R6,
WA,D,,G,,M,12/16/09,M3,Z2,D2,
NY,A,,E,07/20/40,F,02/25/10,,T1,T2,
TX,D,484121.0,E,09/15/86,M,10/27/09,M3,T3,T2,
TX,D,445110.0,E,09/02/70,M,04/07/10,,RB,D3,
IN,A,,E,03/20/41,N,10/08/09,M1,OA,D2,
NY,U,,E,01/01/32,M,02/19/10,,OR,H1,
MD,D,238990.0,E,10/03/50,M,01/13/10,,RB,L1,
WA,D,611110.0,K,01/16/67,F,04/06/10,M3,UB,R6,
GA,D,,E,10/11/86,F,03/22/10,N2,GF,S4,
MS,A,,E,,F,11/16/09,M3,GP,T2,
NJ,D,541712.0,E,01/10/46,F,07/01/10,M3,GF,H1,
GA,D,722211.0,E,07/03/57,M,09/10/10,,GM,D2,
NY,B,622110.0,E,04/16/77,F,05/10/10,Y1,RB,D3,
PA,D,,E,10/18/68,F,03/08/10,,OR,T2,
CA,B,721199.0,E,10/27/83,F,07/02/10,,GF,S4,
MI,N,236117.0,E,11/18/63,M,04/05/10,M3,RM,A3,
MD,D,522110.0,E,,M,11/27/09,M3,OR,T2,
OR,D,541330.0,E,,F,12/18/09,M3,Z2,D2,
DC,D,611110.0,K,03/07/67,M,08/23/10,,OR,L1,
CA,D,485999.0,E,05/17/57,M,09/29/10,N2,NO,D2,
OH,B,,E,12/30/40,F,10/08/09,M3,RB,H1,
NC,,623312.0,E,07/01/62,F,06/25/10,,RB,T2,
NY,U,,E,07/23/80,F,09/28/10,,GF,S4,
MD,D,,E,12/31/58,F,06/07/10,,RB,T2,
AZ,D,561440.0,E,10/24/53,M,10/13/09,M3,OR,R4,
MA,C,623210.0,E,06/18/72,M,11/23/09,,NO,T2,
TX,D,445110.0,E,09/02/70,M,04/07/10,,GM,I1,
TX,D,444190.0,E,02/09/45,F,06/15/10,M3,GF,D3,
IL,B,,E,08/14/80,F,09/09/10,M3,OH,D1,
GA,B,,E,03/29/53,M,01/20/10,,AO,D3,
IL,D,481111.0,E,10/09/63,F,04/28/10,M3,OA,D3,
CA,,541712.0,E,01/24/73,F,04/08/10,X2,Z2,R4,
NV,D,561210.0,E,08/17/62,M,12/14/09,N2,OC,T2,
IN,A,,E,05/19/88,F,06/30/10,M3,RB,T2,
MD,A,813110.0,E,06/20/60,F,05/04/10,,GF,C1,
CA,D,337122.0,E,03/13/75,M,03/05/10,,AO,L1,
NJ,U,,E,,M,09/22/10,M3,W4,D2,
NY,A,811198.0,E,12/07/73,M,12/21/09,M1,NH,D2,
PA,C,623110.0,E,11/02/47,F,07/27/10,,RB,D2,
FL,B,713910.0,E,,M,08/04/10,N2,OR,T2,
MI,A,332116.0,E,11/15/62,F,08/30/10,M2,W3,R6,
CA,A,922130.0,E,11/07/67,F,06/15/10,M3,RB,H1,
OH,B,332111.0,E,07/18/52,M,06/08/10,M3,RB,T2,
KY,A,484121.0,E,12/07/73,M,09/07/10,M3,OR,H1,
VA,C,,G,,F,06/18/10,,RB,P3,
CA,D,,G,08/17/60,F,08/25/10,N2,GF,W1,
IL,A,561720.0,E,10/03/59,M,04/23/10,M3,GM,H1,
MI,D,622110.0,E,07/19/63,F,06/24/10,,GF,D2,
NM,D,,G,04/16/51,F,07/19/10,M1,OA,H1,
MS,D,926130.0,G,04/19/62,F,12/07/09,M3,OR,D2,
TX,A,926110.0,E,,F,04/06/10,M3,OR,H1,
IN,D,,E,10/13/90,M,08/26/10,M3,W2,D2,
TX,D,,E,07/27/80,F,02/17/10,M3,RB,D3,
WI,D,,E,05/04/53,F,03/04/10,,RB,D2,
FL,C,524126.0,E,06/14/47,M,05/11/10,M3,OA,H2,
IL,U,622110.0,G,07/16/49,M,11/24/09,N2,OA,T2,
VA,C,623110.0,E,06/09/57,F,06/29/10,M3,RW,H1,
LA,A,,E,03/30/58,F,11/19/09,M1,OR,T2,
FL,U,521110.0,E,11/06/65,F,06/09/10,M3,GF,E1,
TX,D,922190.0,G,01/21/73,F,09/30/10,M3,GF,D2,
MI,A,236118.0,E,07/17/82,F,12/10/09,M3,GF,D3,
CO,B,,E,12/04/78,F,05/03/10,,Z3,R6,
MD,D,922120.0,G,03/15/79,F,12/21/09,,OR,B1,
OK,B,,E,11/22/59,M,12/30/09,M3,W3,T2,
WI,D,812990.0,E,03/11/55,F,06/24/10,,OR,S5,
TX,N,,E,07/22/72,F,07/13/10,Y1,GF,W1,
KY,A,,E,02/25/62,M,05/19/10,M3,T3,D2,
TX,C,541330.0,E,11/12/70,F,09/13/10,M2,GF,S4,
AL,D,,E,01/07/66,F,07/01/10,,RB,P3,
VA,A,531311.0,E,09/30/65,F,08/17/10,,RB,T2,
AL,A,,E,09/14/81,M,02/19/10,N2,RB,D2,
VA,,446110.0,E,02/12/67,F,03/23/10,,OR,R6,
AR,D,,K,10/08/51,F,12/07/09,M3,GF,W1,
MD,A,722110.0,E,08/01/84,M,04/21/10,N2,GM,D1,
NC,D,623110.0,E,06/21/79,F,08/30/10,M1,OR,C1,
NJ,D,,E,06/06/83,F,05/04/10,M2,NH,T2,
NC,B,443112.0,E,12/16/70,M,12/29/09,,RB,D2,
PA,A,334119.0,E,09/21/56,F,12/21/09,N2,PF,T2,
NC,D,,E,06/22/72,F,02/03/10,M3,WG,D3,
AZ,A,,E,02/21/69,M,12/17/09,M3,RB,S5,
FL,D,,G,03/15/65,M,06/08/10,,Z2,H2,
FL,A,813110.0,E,05/28/71,M,03/15/10,X2,OA,D2,
AL,A,,E,01/01/76,M,11/17/09,M3,GF,D2,
IN,D,,E,09/10/83,M,07/08/10,M3,OR,H2,
